#separator:Semicolon
#html:true
#tags column:3
#deck:AZ104::01 Identita e governance
Dove sono memorizzate le custom role definition?;Nel Microsoft Entra ID tenant, quindi sono condivise da tutte le subscription di quel tenant.<br>Una custom role non può essere usata in tenant diversi.;identita rbac
Quante custom role si possono creare per tenant?;5000.<br>Numero da ricordare. In Azure China il limite è 2000.;identita rbac
Quante role assignment sono ammesse per subscription?;4000.<br>Per ridurle si assegnano i ruoli ai gruppi invece che ai singoli utenti: è anche la best practice.;identita rbac
Cosa contiene il campo AssignableScopes di una custom role?;L'elenco degli scope in cui quella role definition può essere assegnata.<br>Non può essere impostato sulla root management group tramite portale, e non può essere vuoto.;identita rbac
Differenza tra Azure RBAC roles e Microsoft Entra roles;Azure RBAC controlla le risorse Azure (VM, storage, rete). I ruoli Entra (es. Global Administrator, User Administrator) controllano gli oggetti della directory.<br>Sono due sistemi separati. Un Global Administrator non gestisce le VM per default.;identita rbac
Un Global Administrator ha automaticamente accesso a tutte le risorse Azure?;No. Deve prima attivare il toggle "Access management for Azure resources" in Entra ID.<br>Attivandolo ottiene User Access Administrator sulla root management group. È una funzione di emergenza da disattivare dopo l'uso.;identita rbac
Comando Azure CLI per assegnare un ruolo RBAC;az role assignment create --assignee mario@contoso.com --role "Reader" --scope /subscriptions/SUB_ID/resourceGroups/RG1;identita cli
Comando Azure PowerShell per assegnare un ruolo RBAC;New-AzRoleAssignment -SignInName mario@contoso.com -RoleDefinitionName "Reader" -ResourceGroupName "RG1"<br>Il modulo corrente è Az. AzureRM è ritirato e non compare più all'esame.;identita cli
Comando per elencare le role assignment di un utente, incluse quelle ereditate;az role assignment list --assignee mario@contoso.com --all<br>Senza --all vedi solo lo scope corrente e ti sfuggono le ereditarietà.;identita cli
Quale strumento del portale mostra i permessi effettivi di un utente su una risorsa?;Check access, dentro Access control (IAM) della risorsa.<br>È il primo posto da guardare in un ticket di accesso negato: risolve la somma di ereditarietà e assegnazioni dirette.;identita troubleshooting
Quale ruolo built-in si usa per gestire le VM senza toccare rete e storage?;Virtual Machine Contributor.<br>Non dà accesso alla virtual network né allo storage account, e non permette di collegarsi alla VM.;identita rbac
Un utente dice che i nuovi permessi RBAC non funzionano. Cosa controlli per primo?;Fagli fare logout e login per rinnovare il token, poi verifica con Check access lo scope corretto.<br>Le role assignment possono impiegare fino a circa 5 minuti a propagarsi e il token in cache contiene i vecchi claim.;identita troubleshooting
Mapping AWS-Azure: le IAM Policy corrispondono a...?;Le Azure role definition, assegnate tramite role assignment su uno scope.<br>Differenza: in AWS la policy si allega direttamente all'identità, in Azure la definizione del ruolo è separata dall'assegnazione e dallo scope.;identita aws-mapping
Mapping AWS-Azure: i Service Control Policy (SCP) delle AWS Organizations corrispondono a...?;Azure Policy applicata a livello di management group.<br>Attenzione: SCP nega permessi, Azure Policy invece controlla la conformità delle risorse (deny sulla creazione, non sui permessi dell'utente).;identita aws-mapping
Differenza fondamentale tra Azure Policy e Azure RBAC;RBAC controlla CHI può fare qualcosa. Azure Policy controlla COSA può essere creato e come deve essere configurato.<br>Domanda classica. Policy valuta le proprietà della risorsa, non l'identità di chi la crea.;identita policy
Differenza tra policy definition e initiative (policy set);La definition è una singola regola. L'initiative è un gruppo di definition assegnate insieme come un unico blocco.<br>Si assegna l'initiative, non le singole regole, quando servono decine di controlli coerenti (es. baseline ISO 27001).;identita policy
Quali sono gli effetti principali di Azure Policy?;Deny, Audit, Append, Modify, DeployIfNotExists, AuditIfNotExists, Disabled.<br>Deny blocca la creazione. Audit segnala soltanto. Modify e DeployIfNotExists correggono.;identita policy
Quali effetti di Azure Policy richiedono una remediation task?;DeployIfNotExists e Modify.<br>Agiscono solo sulle risorse nuove: per sanare quelle già esistenti serve lanciare una remediation task.;identita policy
Cosa serve a una policy assignment con effetto DeployIfNotExists o Modify?;Una managed identity con i permessi RBAC adeguati sullo scope.<br>Se la remediation fallisce, il primo sospetto è che manchino i ruoli alla managed identity della assignment.;identita policy
Ogni quanto Azure Policy valuta la compliance delle risorse esistenti?;Ogni 24 ore, oltre che a ogni creazione o modifica di risorsa.<br>Si può forzare con az policy state trigger-scan. La compliance non è istantanea.;identita policy
A cosa serve una policy exemption?;Esclude uno scope specifico dalla valutazione di una policy o initiative, con motivazione e scadenza.<br>Da preferire alla rimozione della policy. Le due categorie sono Waiver e Mitigated.;identita policy
Una policy con effetto Deny blocca anche le risorse già esistenti non conformi?;No. Blocca solo creazioni e aggiornamenti futuri. Le risorse esistenti risultano non conformi ma continuano a funzionare.;identita policy
Quali sono i due tipi di resource lock e cosa fanno?;CanNotDelete permette lettura e modifica ma non l'eliminazione. ReadOnly permette solo la lettura.<br>ReadOnly può rompere operazioni impreviste: ad esempio impedisce di avviare o fermare una VM.;identita governance
I resource lock vengono ereditati?;Sì, dal parent scope verso il basso. Un lock sulla subscription protegge tutte le sue risorse.<br>Con più lock ereditati vince sempre il più restrittivo (ReadOnly batte CanNotDelete).;identita governance
Un resource lock può essere aggirato da un Owner?;No. Il lock si applica a tutti indipendentemente dal ruolo RBAC. Va prima rimosso il lock.<br>Per rimuoverlo serve il permesso Microsoft.Authorization/locks/* (Owner o User Access Administrator).;identita governance
Comando Azure CLI per creare un lock su un resource group;az lock create --name NoDelete --lock-type CanNotDelete --resource-group RG1<br>Il valore del tipo è CanNotDelete o ReadOnly.;identita cli
Non riesci a eliminare un resource group e ricevi un errore di scope locked. Causa e dove guardare?;C'è un resource lock, sul resource group stesso o ereditato dalla subscription. Guarda in Settings e poi Locks.<br>Controlla anche il livello superiore: il lock potrebbe non essere visibile sulla singola risorsa.;identita troubleshooting
I tag vengono ereditati dal resource group alle risorse?;No, mai automaticamente. L'ereditarietà si ottiene solo con una Azure Policy con effetto Modify o Append.<br>Errore concettuale molto sfruttato all'esame: i tag NON si ereditano da soli.;identita governance
Quanti tag si possono applicare al massimo a una risorsa?;50 tag per risorsa. Nome max 512 caratteri, valore max 256 caratteri.<br>Per gli storage account il limite del nome tag è 128 caratteri.;identita governance
Una risorsa può appartenere a più resource group?;No. Una risorsa sta in un solo resource group alla volta, ma può essere spostata.<br>Il resource group può contenere risorse di region diverse. La location del RG serve solo a memorizzare i metadata.;identita governance
Cosa serve per spostare una risorsa in un altro resource group o subscription?;Permessi di scrittura su origine e destinazione, nessun lock attivo, e il resource provider deve supportare lo spostamento.<br>Durante lo spostamento le risorse sono bloccate. Il resource ID cambia, quindi le role assignment dirette si perdono.;identita governance
Quanti livelli di gerarchia supportano i management group?;6 livelli di profondità, oltre alla root management group.<br>Ogni management group ha un solo parent. Limite di 10000 management group per directory.;identita governance
A cosa serve la root management group?;È il contenitore radice di tutta la directory. Policy e RBAC assegnati qui valgono su ogni subscription del tenant.<br>Non può essere spostata né eliminata. Serve un Global Administrator che si elevi per gestirla la prima volta.;identita governance
Un budget in Azure Cost Management blocca la spesa al superamento della soglia?;No. Genera solo alert. Per agire serve collegare un action group che lanci un'automazione.<br>Trappola frequente all'esame: il budget notifica, non ferma nulla.;identita costi
Quali sono le cinque categorie di raccomandazioni di Azure Advisor?;Reliability, Security, Performance, Cost, Operational Excellence.<br>Advisor è gratuito e analizza la telemetria delle risorse esistenti.;identita costi
Mapping AWS-Azure: AWS Organizations OU, Cost Explorer e AWS Config corrispondono a...?;OU corrisponde ai Management group, Cost Explorer a Azure Cost Management, AWS Config a Azure Policy.<br>Il concetto AWS di account come unità di isolamento corrisponde grossomodo alla subscription in Azure.;identita aws-mapping
